UniqueReferenceNumber(URN),IncidentDate,IncidentCategory,ProductType,ProductOriginCountry,NotifierType,ProductOriginCountry_iso3n
ICID00030131,2017-06-29,Allergens,Confectionery,Denmark (DK),Local Authority,208
ICID00030132,2017-06-30,Pathogenic Micro-Organisms,Herbs & Spices,India (IN),Local Authority,356
ICID00029730,2017-05-01,Labelling Absent / Incomplete / Incorrect,Fats & Oils,Ghana (GH),Border Inspection Posts (BIPs),288
ICID00029738,2017-05-03,Pesticide Residues,Fruits & Vegetables,Kenya (KE),Border Inspection Posts (BIPs),404
ICID00029741,2017-05-03,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,Poland (PL),Local Authority,616
ICID00029742,2017-05-03,Pesticide Residues,Fruit & Vegetables,Turkey (TR),RASFF,792
ICID00029745,2017-05-03,Pesticide Residues,Non-Alcoholic Beverages,China (CN),Border Inspection Posts (BIPs),156
ICID00029746,2017-05-04,Clandestine Detection,Fruit & Vegetables,Belgium (BE),Home Office / Border Force,56
ICID00029747,2017-05-04,Clandestine Detection,Fruit & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00029748,2017-05-04,Allergens,Confectionary,Netherlands (NL),RASFF,528
ICID00029754,2017-05-05,Clandestine Detection,Herbs & Spices,Czech Republic (DO),Home Office / Border Force,214
ICID00029755,2017-05-04,Pathogenic Micro-Organisms,Herbs & Spices,India (IN),Border Inspection Posts (BIPs),356
ICID00029756,2017-05-04,Labelling Absent / Incomplete / Incorrect,Herbs & Spices,India (IN),Border Inspection Posts (BIPs),356
ICID00029761,2017-05-05,Pesticide Residues,Fruits & Vegetables,Turkey (TR),RASFF,792
ICID00029765,2017-05-05,Food Additives & Flavourings,Non-Alcoholic Beverages,United States (US),Local Authority,840
ICID00029766,2017-05-05,Migration,Food Contact Materials,China (CN),RASFF,156
ICID00029771,2017-05-07,Clandestine Detection,Fruit & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00029773,2017-05-07,Clandestine Detection,Fruit & Vegetables,Romania (RO),Home Office / Border Force,642
ICID00029774,2017-05-08,Clandestine Detection,Fruit & Vegetables,Spain (ES),Police,724
ICID00029778,2017-05-08,Clandestine Detection,Fruit & Vegetables,Spain (ES),Border Inspection Posts (BIPs),724
ICID00029781,2017-05-09,Mycotoxins,Nuts / Nut Products / Seeds,Ghana (GH),Border Inspection Posts (BIPs),288
ICID00029782,2017-05-09,Mycotoxins,Nuts / Nut Products / Seeds,Egypt (EG),Border Inspection Posts (BIPs),818
ICID00029783,2017-05-09,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00029788,2017-05-09,Composition,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),Local Authority,840
ICID00029793,2017-05-10,Clandestine Detection,Other Food Product / Mixed,Poland (PL),Border Inspection Posts (BIPs),616
ICID00029798,2017-05-10,Clandestine Detection,Milk & Milk Products,France (FR),Border Inspection Posts (BIPs),250
ICID00029801,2017-05-09,Poor or Insufficient Controls,Gastropods,Nigeria (NG),Border Inspection Posts (BIPs),566
ICID00029802,2017-05-10,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),France (FR),Food Standards Scotland (FSS),250
ICID00029803,2017-05-09,Pesticide Residues,Fruit & Vegetables,Uganda (UG),Border Inspection Posts (BIPs),800
ICID00029804,2017-05-10,Chemical Contamination (other),Nuts / Nut Products / Seeds,Turkey (TR),Border Inspection Posts (BIPs),792
ICID00029812,2017-05-11,Mycotoxins,Nuts / Nut Products / Seeds,India (IN),Border Inspection Posts (BIPs),356
ICID00029813,2017-05-11,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029815,2017-05-11,Poor or Insufficient Controls,Herbs & Spices,India (IN),Border Inspection Posts (BIPs),356
ICID00029816,2017-05-11,Poor or Insufficient Controls,Herbs & Spices,India (IN),Border Inspection Posts (BIPs),356
ICID00029823,2017-05-12,Poor or Insufficient Controls,Herbs & Spices,India (IN),Border Inspection Posts (BIPs),356
ICID00029824,2017-05-12,Pathogenic Micro-Organisms,Milk & Milk Products,France (FR),RASFF,250
ICID00029827,2017-05-15,Poor or Insufficient Controls,Fish and Fish Products,Ghana (GH),Local Authority,288
ICID00029828,2017-05-12,Food Additives & Flavourings,Confectionery,Malaysia (MY),FSA Operations Group,458
ICID00029831,2017-05-15,Migration,Food Contact Materials,China (CN),Border Inspection Posts (BIPs),156
ICID00029833,2017-05-15,Clandestine Detection,Fruits & Vegetables,Spain (ES),Police,724
ICID00029835,2017-05-15,Poor or Insufficient Controls,Fish & Fish Products,Turkey (TR),Border Inspection Posts (BIPs),792
ICID00029836,2017-05-15,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Spain (ES),Industry,724
ICID00029840,2017-05-16,Allergens,Fruit & Vegetables,France (FR),Industry,250
ICID00029842,2017-05-17,Poor or Insufficient Controls,Fish & Fish Products,Spain (ES),Port Health Authority (PHA),724
ICID00029845,2017-05-17,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029846,2017-05-17,Pesticide Residues,Cereals & Bakery Products,United States (US),Border Inspection Posts (BIPs),840
ICID00029849,2017-05-18,Migration,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00029856,2017-05-18,Clandestine Detection,Herbs & Spices,Poland (PL),Home Office / Border Force,616
ICID00029857,2017-05-19,Clandestine Detection,Non-Alcoholic Beverages,Spain (ES),Home Office / Border Force,724
ICID00029864,2017-05-18,Food Additives & Flavourings,Non-Alcoholic Beverages,United Arab Emirates (AE),Border Inspection Posts (BIPs),784
ICID00029866,2017-05-19,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Brazil (BR),RASFF,76
ICID00029867,2017-05-19,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00029869,2017-05-18,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,India (IN),Border Inspection Posts (BIPs),356
ICID00029870,2017-05-18,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Nigeria (NG),Border Inspection Posts (BIPs),566
ICID00029871,2017-05-19,Pesticide Residues,Non-Alcoholic Beverages,Morocco (MA),Border Inspection Posts (BIPs),504
ICID00029872,2017-05-19,Pesticide Residues,Fruits & Vegetables,Dominican Republic (DO),Border Inspection Posts (BIPs),214
ICID00029874,2017-05-22,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029875,2017-05-22,Poor or Insufficient Controls,Fish & Fish Products,Turkey (TR),European Commission (EC),792
ICID00029877,2017-05-22,Poor or Insufficient Controls,Fish & Fish Products,India (IN),Border Inspection Posts (BIPs),356
ICID00029879,2017-05-22,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,China (CN),Local Authority,156
ICID00029880,2017-05-22,Poor or Insufficient Controls,Fish & Fish Products,Turkey (TR),Border Inspection Posts (BIPs),792
ICID00029881,2017-05-23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029886,2017-05-23,Pathogenic Micro-Organisms,Nuts / Nut Products / Seeds,India (IN),Border Inspection Posts (BIPs),356
ICID00029887,2017-05-23,Poor or Insufficient Controls,Confectionery,India (IN),Border Inspection Posts (BIPs),356
ICID00029888,2017-05-23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029889,2017-05-24,Labelling Absent / Incomplete / Incorrect,Fish & Fish Products,Netherlands (NL),RASFF,528
ICID00029890,2017-05-12,Labelling Absent / Incomplete / Incorrect,Nuts / Nut Products / Seeds,Ireland (IE),Local Authority,372
ICID00029891,2017-05-24,Mycotoxins,Nuts / Nut Products / Seeds,Egypt (EG),Border Inspection Posts (BIPs),818
ICID00029894,2017-05-24,Allergens,Alcoholic Beverages,France (FR),Industry,250
ICID00029899,2017-05-24,Allergens,Herbs & Spices,Denmark (DK),RASFF,208
ICID00029900,2017-05-24,Clandestine Detection,Other Food Product / Mixed,Poland (PL),Police,616
ICID00029903,2017-05-25,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029911,2017-05-26,Heavy Metals,Fruits & Vegetables,France (FR),RASFF,250
ICID00029914,2017-05-26,Poor or Insufficient Controls,Crustaceans & Products Thereof,United States (US),Border Inspection Posts (BIPs),840
ICID00029917,2017-05-26,Clandestine Detection,Fruit & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00029918,2017-05-26,Clandestine Detection,Fruit & Vegetables,Italy (IT),Home Office / Border Force,380
ICID00029919,2017-05-27,Clandestine Detection,Fruit & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00029923,2017-05-28,Clandestine Detection,Fish & Fish Products,Norway (NO),Home Office / Border Force,578
ICID00029929,2017-05-26,Composition,Dietetic Foods / Food Supplements / Fortified Foods,Poland (PL),Local Authority,616
ICID00029931,2017-05-30,Pathogenic Micro-Organisms,Prepared Dishes & Snacks,France (FR),RASFF,250
ICID00029932,2017-05-31,Clandestine Detection,Herbs & Spices,Spain (ES),Border Inspection Posts (BIPs),724
ICID00029933,2017-05-30,Pesticide Residues,Fruits & Vegetables,Dominican Republic (DO),Border Inspection Posts (BIPs),214
ICID00029934,2017-05-31,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Port Health Authority (PHA),76
ICID00029935,2017-05-31,Food Additives & Flavourings,Non-Alcoholic Beverages,United States (US),Local Authority,840
ICID00029936,2017-05-30,Composition,Dietetic Foods / Food Supplements / Fortified Foods,Poland (PL),Local Authority,616
ICID00029939,2017-05-31,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Port Health Authority (PHA),76
ICID00029951,2017-05-24,Pathogenic Micro-Organisms,Nuts / Nut Products / Seeds,Nigeria (NG),RASFF,566
ICID00029550,2017-04-01,Clandestine Detection,Milk & Milk Products,Poland (PL),Home Office/Border Force,616
ICID00029552,2017-04-02,Clandestine Detection,Fruits & Vegetables,Spain (ES),Police,724
ICID00029553,2017-04-03,Clandestine Detection,Confectionery,Romania (RO),Home Office/Border Force,642
ICID00029555,2017-04-03,Foreign Bodies,Prepared Dishes & Snacks,Italy (IT),Local Authority,380
ICID00029562,2017-04-04,Pathogenic Micro-Organisms,Milk & Milk Products,China (CN),Border Inspection Posts (BIPs),156
ICID00029563,2017-04-03,Mycotoxins,Nuts/Nut Products/Seeds,India (IN),Port Health Authority (PHA),356
ICID00029564,2017-04-03,Mycotoxins,Nuts/Nut Products/Seeds,India (IN),Port Health Authority (PHA),356
ICID00029565,2017-04-04,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office/Border Force,724
ICID00029566,2017-04-04,Mycotoxins,Herbs & Spices,India (IN),RASFF,356
ICID00029568,2017-04-04,Pesticide Residues,Fruits & Vegetables,Nigeria (NG),Port Health Authority (PHA),566
ICID00029569,2017-04-04,Clandestine Detection,Other Food Product/Mixed,France (FR),Police,250
ICID00029578,2017-04-05,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Spain (ES),Industry,724
ICID00029582,2017-04-06,Mycotoxins,Nuts/Nut Products/Seeds,China (CN),Border Inspection Posts (BIPs),156
ICID00029583,2017-04-06,Pathogenic Micro-Organisms,Cereals & Bakery Products,Ireland (IE),EU Member States,372
ICID00029585,2017-04-06,Mycotoxins,Herbs & Spices,Nigeria (NG),RASFF,566
ICID00029587,2017-04-07,Mycotoxins,Nuts/Nut Products/Seeds,India (IN),Border Inspection Posts (BIPs),356
ICID00029588,2017-04-07,Pathogenic Micro-Organisms,Nuts/Nut Products/Seeds,India (IN),Border Inspection Posts (BIPs),356
ICID00029589,2017-04-07,Adulteration / Fraud,Herbs & Spices,Islamic Republic of Iran (IR),Local Authority,364
ICID00029593,2017-04-09,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Romania (RO),Border Inspection Posts (BIPs),642
ICID00029596,2017-04-10,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Spain (ES),Border Inspection Posts (BIPs),724
ICID00029598,2017-04-11,Novel Food,Dietetic Foods/Food Supplements/Fortified Foods,Poland (PL),EU Member States,616
ICID00029599,2017-04-11,Mycotoxins,Herbs & Spices,Pakistan (PK),Border Inspection Posts (BIPs),586
ICID00029601,2017-04-11,Poor or Insufficient Controls,Cereals & Bakery Products,Australia (AU),General Public,36
ICID00029602,2017-04-10,Labelling (absent / incomplete / incorrect),Fruits & Vegetables,Uganda (UG),Border Inspection Posts (BIPs),800
ICID00029607,2017-04-11,Pathogenic Micro-Organisms,Herbs & Spices,India (IN),Border Inspection Posts (BIPs),356
ICID00029609,2017-04-12,Poor or Insufficient Controls,Non-Alcoholic Beverages,China (CN),Border Inspection Posts (BIPs),156
ICID00029610,2017-04-12,Foreign Bodies,Meat & Meat Products (other than poultry),Poland (PL),Local Authority,616
ICID00029613,2017-04-13,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029614,2017-04-14,Allergens,Confectionary,Bulgaria (BG),Industry,100
ICID00029615,2017-04-13,Food Additives & Flavourings,Herbs & Spices,India (IN),Local Authority,356
ICID00029616,2017-04-12,Residues or Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Ireland (IE),Department of Agriculture & Rural Development (DARD),372
ICID00029618,2017-04-14,Clandestine Detection,Fruits & Vegetables,Portugal (PT),Home Office/Border Force,620
ICID00029620,2017-04-17,Poor or Insufficient Controls,Fish & Fish Products,India (IN),Border Inspection Posts (BIPs),356
ICID00029626,2017-04-14,Residues or Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Ireland (IE),Department of Agriculture & Rural Development (DARD),372
ICID00029627,2017-04-13,Poor or Insufficient Controls,Fruits & Vegetables,Nigeria (NG),Border Inspection Posts (BIPs),566
ICID00029629,2017-04-18,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029630,2017-04-18,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029632,2017-04-18,Poor or Insufficient Controls,Herbs & Spices,India (IN),Border Inspection Posts (BIPs),356
ICID00029638,2017-04-19,Pesticide Residues,Fruits & Vegetables,Brazil (BR),Public Analyst/Laboratory,76
ICID00029639,2017-04-20,Packaging (defective / incorrect),Fish & Fish Products,Vietnam (VN),Border Inspection Posts (BIPs),704
ICID00029645,2017-04-20,Foreign Bodies,Fruits & Vegetables,Egypt (EG),National Crime Agency (NCA),818
ICID00029649,2017-04-20,Organoleptic Aspects,Dietetic Foods/Food Supplements/Fortified Foods,Germany (DE),Administrative Assistance and Cooperation System (AAC),276
ICID00029651,2017-04-20,Allergens,Confectionery,Belgium (BE),Local Authority,56
ICID00029652,2017-04-20,Mycotoxins,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs),356
ICID00029655,2017-04-20,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029656,2017-04-21,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029657,2017-04-21,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029658,2017-04-23,Clandestine Detection,Fruits & Vegetables,Ireland (IE),Home Office/Border Force,372
ICID00029667,2017-04-24,Food Additives & Flavourings,Confectionery,China (CN),Border Inspection Posts (BIPs),156
ICID00029668,2017-04-24,Foreign Bodies,Fruits & Vegetables,Italy (IT),RASFF,380
ICID00029676,2017-04-25,Poor or Insufficient Controls,Fruits & Vegetables,Spain (ES),Border Inspection Posts (BIPs),724
ICID00029679,2017-04-13,Novel Food,Dietetic Foods/Food Supplements/Fortified Foods,United States (US),RASFF,840
ICID00029680,2017-04-24,Pesticide Residues,Fruits & Vegetables,Egypt (EG),Border Inspection Posts (BIPs),818
ICID00029681,2017-04-25,Poor or Insufficient Controls,Cephalopods & Products Thereof,New Zealand (NZ),Border Inspection Posts (BIPs),554
ICID00029682,2017-04-25,Novel Food,Dietetic Foods/Food Supplements/Fortified Foods,Poland (PL),Administrative Assistance and Cooperation System (AAC),616
ICID00029685,2017-04-25,Heavy Metals,Herbs & Spices,India (IN),Industry,356
ICID00029687,2017-04-25,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Netherlands (NL),RASFF,528
ICID00029691,2017-04-26,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00029694,2017-04-26,Clandestine Detection,Milk & Milk Products,France (FR),Home Office/Border Force,250
ICID00029696,2017-04-26,Poor or Insufficient Controls,Herbs & Spices,Ethiopia (ET),Border Inspection Posts (BIPs),231
ICID00029699,2017-04-27,Mycotoxins,Feed Materials,India (IN),Border Inspection Posts (BIPs),356
ICID00029701,2017-04-26,Residues or Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Ireland (IE),Department of Agriculture & Rural Development (DARD),372
ICID00029703,2017-04-26,Poor or Insufficient Controls,Fish & Fish Products,Nigeria (NG),Border Inspection Posts (BIPs),566
ICID00029706,2017-04-27,Novel Food,Dietetic Foods/Food Supplements/Fortified Foods,Poland (PL),Administrative Assistance and Cooperation System (AAC),616
ICID00029708,2017-04-27,Radiation,Dietetic Foods/Food Supplements/Fortified Foods,United States (US),RASFF,840
ICID00029709,2017-04-27,Adulteration / Fraud,Meat & Meat Products (other than poultry),Nigeria (NG),Local Authority,566
ICID00029713,2017-04-27,Chemical Contamination (other),Cereals & Bakery Products,Netherlands (NL),Administrative Assistance and Cooperation System (AAC),528
